,title,year,genre,description,score,soup
1426,star trek,2009,"action, adventure, sci-fi",The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,7.680861458624056,"star trek english j.j. abrams action, adventure, sci-fi chris pine, zachary quinto, leonard nimoy, eric bana, bruce greenwood, karl urban, zoe saldana, simon pegg, john cho, anton yelchin, ben cross, winona ryder, chris hemsworth, jennifer morrison, rachel nichols"
1427,be kind rewind,2008,comedy,"Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero dollars.",6.187992193233248,"be kind rewind english michel gondry comedy jack black, yasiin bey, danny glover, mia farrow, melonie diaz, irv gooch, chandler parker, arjay smith, quinton aaron, gio perez, basia rosas, tomasz soltys, marcus carl franklin, blake hightower, amir ali said"
1428,epic movie,2007,"adventure, comedy",A spoof on previous years' epic movies (,3.8628070300604014,"epic movie english jason friedberg, aaron seltzer adventure, comedy kal penn, adam campbell, jennifer coolidge, jayma mays, faune chambers watkins, crispin glover, tony cox, héctor jiménez, darrell hammond, carmen electra, fred willard, david carradine, kevin mcdonald, george alvarez, crista flanagan"
1429,forgetting sarah marshall,2008,"comedy, drama, romance","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",6.8440127212020645,"forgetting sarah marshall english, hawaiian, german, japanese nicholas stoller comedy, drama, romance jason segel, kristen bell, mila kunis, russell brand, bill hader, liz cackowski, maria thayer, jack mcbrayer, taylor wily, da'vone mcdonald, steve landesberg, jonah hill, paul rudd, kala alexander, kalani robb"
1430,the incredible hulk,2008,"action, adventure, sci-fi","Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",6.587403109866039,"the incredible hulk english, portuguese, spanish louis leterrier action, adventure, sci-fi edward norton, liv tyler, tim roth, william hurt, tim blake nelson, ty burrell, christina cabot, peter mensah, lou ferrigno, paul soles, débora nascimento, greg bryk, chris owens, al vrkljan, adrian hein"
1431,clash of the titans,2010,"action, adventure, fantasy","Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",5.826861079120375,"clash of the titans english louis leterrier action, adventure, fantasy sam worthington, liam neeson, ralph fiennes, jason flemyng, gemma arterton, alexa davalos, tine stapelfeldt, mads mikkelsen, luke evans, izabella miko, liam cunningham, hans matheson, ashraf barhom, mouloud achour, ian whyte"
1432,thor,2011,"action, adventure, fantasy","The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",6.902538585436179,"thor english kenneth branagh action, adventure, fantasy chris hemsworth, natalie portman, tom hiddleston, anthony hopkins, stellan skarsgård, kat dennings, clark gregg, colm feore, idris elba, ray stevenson, tadanobu asano, josh dallas, jaimie alexander, rene russo, adriana barraza"
1433,warcraft,2016,"action, adventure, fantasy","As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",6.596024260254974,"warcraft english duncan jones action, adventure, fantasy travis fimmel, paula patton, ben foster, dominic cooper, toby kebbell, ben schnetzer, robert kazinsky, clancy brown, daniel wu, ruth negga, anna galvin, callum keith rennie, burkely duffield, ryan robbins, dean redman"
1434,it's kind of a funny story,2010,"comedy, drama, romance",A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,6.684972512307535,"it's kind of a funny story english anna boden, ryan fleck comedy, drama, romance keir gilchrist, dana devestern, lauren graham, jim gaffigan, karen chilton, zach galifianakis, aasif mandvi, jared goldstein, alan aisenberg, zoë kravitz, thomas mann, jeremy davies, rosalyn coleman, viola davis, lou myers"
1435,lars and the real girl,2007,"comedy, drama, romance",A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.,6.825788249361545,"lars and the real girl english, spanish craig gillespie comedy, drama, romance ryan gosling, emily mortimer, paul schneider, r.d. reid, kelli garner, nancy beatty, doug lennox, joe bostick, liz gordon, nicky guadagni, patricia clarkson, karen robinson, maxwell mccabe-lokos, billy parrott, sally cahill"
1436,angels & demons,2009,"mystery, thriller",Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,6.534568622547577,"angels & demons english, italian, latin, french, swiss german, german, chinese, spanish, polish ron howard mystery, thriller tom hanks, ewan mcgregor, ayelet zurer, stellan skarsgård, pierfrancesco favino, nikolaj lie kaas, armin mueller-stahl, thure lindhardt, david pasquesi, cosimo fusco, victor alfieri, franklin amobi, curt lowens, bob yerkes, marc fiorini"
1437,funny games,2007,"crime, drama, thriller",Two psychopathic young men take a family hostage in their cabin.,6.241504523226194,"funny games english michael haneke crime, drama, thriller naomi watts, tim roth, michael pitt, brady corbet, devon gearhart, boyd gaines, siobhan fallon hogan, robert lupone, susi haneke, linda moran"
1438,persepolis,2007,"animation, biography, drama",A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,7.053464156911451,"persepolis french, english, persian, german vincent paronnaud, marjane satrapi animation, biography, drama chiara mastroianni, danielle darrieux, catherine deneuve, simon abkarian, gabrielle lopes benites, françois jerosme, tilly mandelbrot, sophie arthuys, arié elmaleh, mathias mlekuz, lexie kendrick, sean penn, gena rowlands"
1439,the danish girl,2015,"biography, drama, romance",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,6.727627619294849,"the danish girl english, french, german tom hooper biography, drama, romance alicia vikander, eddie redmayne, tusse silberg, adrian schiller, amber heard, emerald fennell, henry pettigrew, claus bue, peter krag, angela curran, pixie, richard dixon, ben whishaw, pip torrens, paul bigley"
1440,jack and jill,2011,comedy,"Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his fraternal twin sister, the needy and passive-aggressive Jill, who then refuses to leave.",4.585651790341138,"jack and jill english dennis dugan comedy adam sandler, al pacino, katie holmes, elodie tougne, rohan chand, eugenio derbez, david spade, nick swardson, tim meadows, allen covert, norm macdonald, geoff pierson, valerie mahaffey, gary valentine, dana carvey"
1441,percy jackson & the olympians: the lightning thief,2010,"adventure, family, fantasy",A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,5.907831272474555,"percy jackson & the olympians: the lightning thief english, greek, ancient (to 1453) chris columbus adventure, family, fantasy logan lerman, brandon t. jackson, alexandra daddario, jake abel, sean bean, pierce brosnan, steve coogan, rosario dawson, melina kanakaredes, catherine keener, kevin mckidd, joe pantoliano, uma thurman, julian richings, bonita friedericy"
1442,seven pounds,2008,drama,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,7.258027375872018,"seven pounds english, spanish gabriele muccino drama will smith, rosario dawson, woody harrelson, michael ealy, barry pepper, elpidia carrillo, robinne lee, joe nunez, bill smitrovich, tim kelleher, gina hecht, andy milder, judyann elder, sarah jane morris, madison pettis"
1443,she's out of my league,2010,"comedy, romance","An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.",6.224584183414061,"she's out of my league english, ukrainian jim field smith comedy, romance jay baruchel, alice eve, t.j. miller, mike vogel, nate torrence, lindsay sloane, kyle bornheimer, jessica st. clair, krysten ritter, debra jo rupp, adam lefevre, kim shaw, jasika nicole, geoff stults, hayes macarthur"
1444,the uninvited,2009,"drama, horror, mystery","Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother.",6.116602489980728,"the uninvited english charles guard, thomas guard drama, horror, mystery emily browning, arielle kebbel, david strathairn, elizabeth banks, maya massar, kevin mcnulty, jesse moss, dean paul gibson, don s. davis, lex burnham, matthew bristol, daniel bristol, heather doerksen, alf humphreys, ryan cowie"
1445,the book thief,2013,"drama, war","While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.",6.985979279002024,"the book thief english, german brian percival drama, war roger allam, sophie nélisse, heike makatsch, julian lehmann, gotthard lange, rainer reiners, kirsten block, geoffrey rush, emily watson, nico liersch, ludger bökelmann, paul schaefer, nozomi linus kaisar, oliver stokowski, robert beyer"
1446,conan the barbarian,2011,"action, adventure, fantasy",A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,5.514757602714928,"conan the barbarian english marcus nispel action, adventure, fantasy jason momoa, stephen lang, rachel nichols, ron perlman, rose mcgowan, bob sapp, leo howard, steven o'donnell, nonso anozie, raad rawi, laila rouass, saïd taghmaoui, milton welsh, borislav iliev, nathan jones"
